REF_DATE,GEO,DGUID,Level of education,Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VALUE
2012/2013,British Columbia,2016A000259,All levels combined,Index of change,Index,160,units ,0,109
2012/2013,British Columbia,2016A000259,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,6836
2012/2013,British Columbia,2016A000259,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,53.4
2012/2013,British Columbia,2016A000259,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,103
2012/2013,British Columbia,2016A000259,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,5965
2012/2013,British Columbia,2016A000259,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,46.6
2012/2013,British Columbia,2016A000259,Post-secondary levels combined,Index of change,Index,160,units ,0,117
2012/2013,British Columbia,2016A000259,College,Constant dollars,Dollars,81,units ,0,2141
2012/2013,British Columbia,2016A000259,College,Percentage distribution of  expenditures,Percent,239,units ,0,16.7
2012/2013,British Columbia,2016A000259,College,Index of change,Index,160,units ,0,106
2012/2013,British Columbia,2016A000259,University,Constant dollars,Dollars,81,units ,0,3824
2012/2013,British Columbia,2016A000259,University,Percentage distribution of  expenditures,Percent,239,units ,0,29.9
2012/2013,British Columbia,2016A000259,University,Index of change,Index,160,units ,0,124
2012/2013,Yukon,2016A000260,All levels combined,Constant dollars,Dollars,81,units ,0,166
2012/2013,Yukon,2016A000260,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2012/2013,Yukon,2016A000260,All levels combined,Index of change,Index,160,units ,0,110
2012/2013,Yukon,2016A000260,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,115
2012/2013,Yukon,2016A000260,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,69.3
2012/2013,Yukon,2016A000260,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,107
2012/2013,Yukon,2016A000260,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,51
2012/2013,Yukon,2016A000260,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,30.7
2012/2013,Yukon,2016A000260,Post-secondary levels combined,Index of change,Index,160,units ,0,118
2012/2013,Yukon,2016A000260,College,Constant dollars,Dollars,81,units ,0,51
2012/2013,Yukon,2016A000260,College,Percentage distribution of  expenditures,Percent,239,units ,0,30.7
2012/2013,Yukon,2016A000260,College,Index of change,Index,160,units ,0,118
2012/2013,Yukon,2016A000260,University,Constant dollars,Dollars,81,units ,0,NULL
2012/2013,Yukon,2016A000260,University,Percentage distribution of  expenditures,Percent,239,units ,0,NULL
2012/2013,Yukon,2016A000260,University,Index of change,Index,160,units ,0,NULL
2012/2013,Northwest Territories,2016A000261,All levels combined,Constant dollars,Dollars,81,units ,0,284
2012/2013,Northwest Territories,2016A000261,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2012/2013,Northwest Territories,2016A000261,All levels combined,Index of change,Index,160,units ,0,78
2012/2013,Northwest Territories,2016A000261,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,222
2012/2013,Northwest Territories,2016A000261,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,78.2
2012/2013,Northwest Territories,2016A000261,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,93
2012/2013,Northwest Territories,2016A000261,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,62
2012/2013,Northwest Territories,2016A000261,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,21.8
2012/2013,Northwest Territories,2016A000261,Post-secondary levels combined,Index of change,Index,160,units ,0,50
2012/2013,Northwest Territories,2016A000261,College,Constant dollars,Dollars,81,units ,0,62
2012/2013,Northwest Territories,2016A000261,College,Percentage distribution of  expenditures,Percent,239,units ,0,21.8
2012/2013,Northwest Territories,2016A000261,College,Index of change,Index,160,units ,0,50
2012/2013,Northwest Territories,2016A000261,University,Constant dollars,Dollars,81,units ,0,NULL
2012/2013,Northwest Territories,2016A000261,University,Percentage distribution of  expenditures,Percent,239,units ,0,NULL
2012/2013,Northwest Territories,2016A000261,University,Index of change,Index,160,units ,0,NULL
2012/2013,Nunavut,2016A000262,All levels combined,Constant dollars,Dollars,81,units ,0,206
2012/2013,Nunavut,2016A000262,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2012/2013,Nunavut,2016A000262,All levels combined,Index of change,Index,160,units ,0,97
2012/2013,Nunavut,2016A000262,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,146
2012/2013,Nunavut,2016A000262,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,70.9
2012/2013,Nunavut,2016A000262,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,92
2012/2013,Nunavut,2016A000262,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,60
2012/2013,Nunavut,2016A000262,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,29.1
2012/2013,Nunavut,2016A000262,Post-secondary levels combined,Index of change,Index,160,units ,0,111
2012/2013,Nunavut,2016A000262,College,Constant dollars,Dollars,81,units ,0,60
2012/2013,Nunavut,2016A000262,College,Percentage distribution of  expenditures,Percent,239,units ,0,29.1
2012/2013,Nunavut,2016A000262,College,Index of change,Index,160,units ,0,111
2012/2013,Nunavut,2016A000262,University,Constant dollars,Dollars,81,units ,0,NULL
2012/2013,Nunavut,2016A000262,University,Percentage distribution of  expenditures,Percent,239,units ,0,NULL
2012/2013,Nunavut,2016A000262,University,Index of change,Index,160,units ,0,NULL
2013/2014,Canada,2016A000011124,All levels combined,Constant dollars,Dollars,81,units ,0,112938
2013/2014,Canada,2016A000011124,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2013/2014,Canada,2016A000011124,All levels combined,Index of change,Index,160,units ,0,113
2013/2014,Canada,2016A000011124,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,65699
2013/2014,Canada,2016A000011124,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,58.2
2013/2014,Canada,2016A000011124,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,111
2013/2014,Canada,2016A000011124,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,47240
2013/2014,Canada,2016A000011124,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,41.8
2013/2014,Canada,2016A000011124,Post-secondary levels combined,Index of change,Index,160,units ,0,115
2013/2014,Canada,2016A000011124,College,Constant dollars,Dollars,81,units ,0,16998
2013/2014,Canada,2016A000011124,College,Percentage distribution of  expenditures,Percent,239,units ,0,15.1
2013/2014,Canada,2016A000011124,College,Index of change,Index,160,units ,0,111
2013/2014,Canada,2016A000011124,University,Constant dollars,Dollars,81,units ,0,30242
2013/2014,Canada,2016A000011124,University,Percentage distribution of  expenditures,Percent,239,units ,0,26.8
2013/2014,Canada,2016A000011124,University,Index of change,Index,160,units ,0,116
2013/2014,Newfoundland and Labrador,2016A000210,All levels combined,Constant dollars,Dollars,81,units ,0,1632
2013/2014,Newfoundland and Labrador,2016A000210,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2013/2014,Newfoundland and Labrador,2016A000210,All levels combined,Index of change,Index,160,units ,0,103
2013/2014,Newfoundland and Labrador,2016A000210,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,872
2013/2014,Newfoundland and Labrador,2016A000210,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,53.4
2013/2014,Newfoundland and Labrador,2016A000210,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,99
2013/2014,Newfoundland and Labrador,2016A000210,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,760
2013/2014,Newfoundland and Labrador,2016A000210,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,46.6
2013/2014,Newfoundland and Labrador,2016A000210,Post-secondary levels combined,Index of change,Index,160,units ,0,108
2013/2014,Newfoundland and Labrador,2016A000210,College,Constant dollars,Dollars,81,units ,0,199
2013/2014,Newfoundland and Labrador,2016A000210,College,Percentage distribution of  expenditures,Percent,239,units ,0,12.2
2013/2014,Newfoundland and Labrador,2016A000210,College,Index of change,Index,160,units ,0,85
2013/2014,Newfoundland and Labrador,2016A000210,University,Constant dollars,Dollars,81,units ,0,561
2013/2014,Newfoundland and Labrador,2016A000210,University,Percentage distribution of  expenditures,Percent,239,units ,0,34.4
2013/2014,Newfoundland and Labrador,2016A000210,University,Index of change,Index,160,units ,0,119
2013/2014,Prince Edward Island,2016A000211,All levels combined,Constant dollars,Dollars,81,units ,0,455
2013/2014,Prince Edward Island,2016A000211,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2013/2014,Prince Edward Island,2016A000211,All levels combined,Index of change,Index,160,units ,0,114
2013/2014,Prince Edward Island,2016A000211,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,248
2013/2014,Prince Edward Island,2016A000211,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,54.4
2013/2014,Prince Edward Island,2016A000211,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,120
2013/2014,Prince Edward Island,2016A000211,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,206
2013/2014,Prince Edward Island,2016A000211,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,45.3
2013/2014,Prince Edward Island,2016A000211,Post-secondary levels combined,Index of change,Index,160,units ,0,107
2013/2014,Prince Edward Island,2016A000211,College,Constant dollars,Dollars,81,units ,0,98
2013/2014,Prince Edward Island,2016A000211,College,Percentage distribution of  expenditures,Percent,239,units ,0,21.5
2013/2014,Prince Edward Island,2016A000211,College,Index of change,Index,160,units ,0,131
2013/2014,Prince Edward Island,2016A000211,University,Constant dollars,Dollars,81,units ,0,109
2013/2014,Prince Edward Island,2016A000211,University,Percentage distribution of  expenditures,Percent,239,units ,0,24.1
2013/2014,Prince Edward Island,2016A000211,University,Index of change,Index,160,units ,0,92
2013/2014,Nova Scotia,2016A000212,All levels combined,Constant dollars,Dollars,81,units ,0,2935
2013/2014,Nova Scotia,2016A000212,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2013/2014,Nova Scotia,2016A000212,All levels combined,Index of change,Index,160,units ,0,110
2013/2014,Nova Scotia,2016A000212,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,1514
2013/2014,Nova Scotia,2016A000212,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,51.6
2013/2014,Nova Scotia,2016A000212,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,107
2013/2014,Nova Scotia,2016A000212,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,1420
2013/2014,Nova Scotia,2016A000212,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,48.4
2013/2014,Nova Scotia,2016A000212,Post-secondary levels combined,Index of change,Index,160,units ,0,113
2013/2014,Nova Scotia,2016A000212,College,Constant dollars,Dollars,81,units ,0,325
2013/2014,Nova Scotia,2016A000212,College,Percentage distribution of  expenditures,Percent,239,units ,0,11.1
2013/2014,Nova Scotia,2016A000212,College,Index of change,Index,160,units ,0,109
2013/2014,Nova Scotia,2016A000212,University,Constant dollars,Dollars,81,units ,0,1095
2013/2014,Nova Scotia,2016A000212,University,Percentage distribution of  expenditures,Percent,239,units ,0,37.3
2013/2014,Nova Scotia,2016A000212,University,Index of change,Index,160,units ,0,114
2013/2014,New Brunswick,2016A000213,All levels combined,Constant dollars,Dollars,81,units ,0,2103
2013/2014,New Brunswick,2016A000213,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2013/2014,New Brunswick,2016A000213,All levels combined,Index of change,Index,160,units ,0,101
2013/2014,New Brunswick,2016A000213,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,1240
2013/2014,New Brunswick,2016A000213,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,58.9
2013/2014,New Brunswick,2016A000213,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,102
2013/2014,New Brunswick,2016A000213,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,864
2013/2014,New Brunswick,2016A000213,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,41.1
2013/2014,New Brunswick,2016A000213,Post-secondary levels combined,Index of change,Index,160,units ,0,100
2013/2014,New Brunswick,2016A000213,College,Constant dollars,Dollars,81,units ,0,289
2013/2014,New Brunswick,2016A000213,College,Percentage distribution of  expenditures,Percent,239,units ,0,13.8
2013/2014,New Brunswick,2016A000213,College,Index of change,Index,160,units ,0,114
2013/2014,New Brunswick,2016A000213,University,Constant dollars,Dollars,81,units ,0,575
2013/2014,New Brunswick,2016A000213,University,Percentage distribution of  expenditures,Percent,239,units ,0,27.3
2013/2014,New Brunswick,2016A000213,University,Index of change,Index,160,units ,0,94
2013/2014,Quebec,2016A000224,All levels combined,Constant dollars,Dollars,81,units ,0,23561
2013/2014,Quebec,2016A000224,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2013/2014,Quebec,2016A000224,All levels combined,Index of change,Index,160,units ,0,106
2013/2014,Quebec,2016A000224,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,13710
2013/2014,Quebec,2016A000224,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,58.2
2013/2014,Quebec,2016A000224,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,109
